,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Km28,1.421e+01,6.306e+00,1.337e+01,8.454e+00,3.282e+01,1.754e+01,5.419e+00,2.089e+01,3.347e+01,1.000e+01,2.152e+01,2.458e+00,1.229e+01,1.532e+01,3.066e+01,6.233e+00,8.227e+01,1.541e+01,2.524e+00,3.355e+01,1.114e+01,2.014e+01,9.944e+00,1.498e+01,9.606e+00,6.476e+00,1.507e+01,3.250e+00,1.293e+01,5.122e+00,3.833e+01,1.933e+01,2.254e+01,6.756e+01,1.185e+01,8.348e+00,9.594e+00,2.973e+01,1.860e+01,2.616e+01,3.257e+01,1.202e+01,1.519e+01,6.734e+00,1.616e+01,2.533e+01,3.050e+01,2.052e+01,1.722e+01,1.316e+01
V29,4.237e-01,4.413e-01,1.005e-01,1.093e+00,5.632e-01,3.209e-01,6.014e-01,2.786e-01,9.886e-02,2.847e-01,1.316e+00,1.022e+00,1.584e+00,4.188e-01,8.640e-01,5.025e-01,6.914e-01,2.017e-01,5.633e-01,1.380e+00,6.489e-01,4.146e-01,2.341e-01,1.551e+00,3.871e+00,5.143e-01,6.391e-01,2.913e-01,3.448e-01,8.797e-01,1.023e+00,6.060e-01,8.195e-02,3.187e-01,1.564e+00,2.481e-01,4.783e-01,1.696e-01,3.048e-01,7.615e-01,3.733e-01,2.655e-01,1.017e-01,1.436e-01,5.137e-01,6.547e-01,4.241e-01,3.496e-01,2.205e-01,2.428e+00
Km29,1.511e+04,1.002e+04,3.220e+04,7.936e+04,2.087e+04,2.236e+04,2.026e+04,1.685e+04,1.659e+05,1.689e+04,1.735e+04,1.736e+05,5.754e+04,5.762e+03,2.836e+04,8.104e+03,4.265e+04,1.311e+04,1.136e+04,2.326e+04,4.089e+04,1.458e+04,1.264e+04,3.183e+03,7.657e+04,1.588e+04,2.289e+04,1.831e+04,2.048e+04,3.165e+04,6.954e+04,1.629e+04,8.864e+03,3.585e+04,2.603e+04,2.930e+04,4.619e+03,5.355e+04,2.361e+04,3.077e+04,3.017e+04,1.544e+04,1.824e+04,1.641e+04,1.911e+04,1.848e+04,1.723e+04,1.783e+04,1.704e+04,3.770e+04
V30,1.636e+01,1.003e+01,1.930e+01,1.054e+01,1.050e+01,9.112e+00,3.044e+01,8.004e+00,5.843e+01,8.319e+00,1.403e+01,1.651e+01,5.568e+00,2.614e+01,2.846e+01,1.093e+01,1.374e+01,1.008e+01,1.266e+01,1.935e+01,1.498e+01,1.733e+01,1.604e+01,1.240e+01,2.888e+01,6.118e+00,1.261e+01,3.666e+01,6.484e+00,1.144e+01,7.003e+00,2.924e+01,2.776e+01,2.948e+01,1.746e+01,5.801e+00,2.656e+01,1.239e+01,1.584e+01,5.766e+01,6.380e+00,1.161e+01,1.059e+01,8.323e+00,9.557e+00,1.111e+01,8.862e+00,2.016e+01,1.953e+01,6.128e+00
Km30,1.871e+01,2.556e+01,1.491e+01,1.481e+01,4.860e+00,4.055e+01,8.406e+00,5.615e+00,1.064e+01,8.519e+00,3.123e+01,1.002e+02,2.022e+01,1.510e+01,4.170e+00,6.201e+00,3.534e+01,1.071e+01,1.672e+01,3.759e+01,1.790e+01,2.424e+01,1.110e+01,5.290e+00,4.316e+01,5.036e+00,5.291e+01,1.724e+01,1.022e+01,2.302e+01,1.319e+01,8.394e+00,2.856e+01,4.186e+01,1.239e+01,8.571e+01,1.645e+01,1.189e+01,1.495e+01,2.332e+01,1.687e+01,1.567e+01,9.954e+00,1.978e+01,1.878e+01,1.765e+01,2.067e+01,1.923e+01,1.337e+01,9.968e+00
V31,3.004e-01,1.507e+00,2.295e-01,8.815e-01,3.087e-01,6.137e-01,5.454e-01,4.624e-01,5.116e-01,3.486e-01,6.711e-01,4.805e-01,2.570e-01,3.900e-01,6.410e-01,2.961e-01,6.526e-01,7.516e-01,2.600e-01,9.276e-01,1.079e+00,8.964e-01,6.152e-01,8.257e-01,4.765e-01,6.489e-01,3.982e-01,1.716e-01,1.055e+00,5.955e-01,1.132e+00,1.280e+00,2.979e+00,4.990e-01,2.451e-01,5.474e-01,1.590e-01,1.962e-01,3.061e-01,1.149e+00,1.208e+00,7.276e-01,1.189e+00,2.129e-01,5.299e-01,4.438e-01,1.779e-01,1.155e+00,5.246e-01,1.709e-01
Km31,3.013e+02,1.710e+02,4.353e+01,1.011e+02,2.396e+01,2.201e+02,5.857e+01,1.764e+02,4.569e+02,7.940e+01,3.066e+02,3.482e+02,2.806e+02,1.103e+02,9.757e+01,6.805e+01,1.118e+02,1.178e+02,4.145e+01,6.881e+01,9.800e+01,1.621e+02,8.706e+01,1.029e+03,8.957e+01,2.038e+02,1.023e+02,4.953e+01,4.208e+02,1.340e+02,1.127e+02,8.804e+01,2.191e+02,3.895e+01,8.103e+02,1.753e+02,8.270e+01,1.791e+02,1.215e+02,1.244e+02,1.700e+02,1.563e+02,1.294e+02,3.074e+02,1.023e+02,1.932e+02,1.693e+02,1.725e+02,1.969e+02,9.614e+01
n31,1.489e+00,1.588e+00,2.634e+00,1.326e+00,2.076e+00,1.933e+00,1.974e+00,2.076e+00,1.004e+00,1.334e+00,1.790e+00,2.016e+00,2.585e+00,2.404e+00,2.026e+00,1.462e+00,2.964e+00,1.794e+00,1.693e+00,1.828e+00,1.816e+00,1.564e+00,1.827e+00,1.157e+00,1.890e+00,1.670e+00,1.310e+00,1.125e+00,1.880e+00,2.229e+00,1.346e+00,1.723e+00,2.207e+00,1.649e+00,1.630e+00,1.494e+00,2.831e+00,1.644e+00,1.678e+00,2.120e+00,1.738e+00,1.664e+00,1.047e+00,1.229e+00,1.272e+00,1.663e+00,1.650e+00,1.207e+00,2.019e+00,1.824e+00
p32,2.635e-03,4.548e-03,1.846e-03,3.076e-03,9.162e-03,2.592e-03,1.183e-03,2.179e-03,2.529e-03,1.823e-03,8.338e-03,2.021e-03,2.383e-03,2.209e-03,2.585e-03,3.458e-03,8.183e-03,2.085e-03,1.879e-03,2.463e-03,1.959e-03,3.852e-03,3.028e-03,1.034e-03,4.331e-03,1.626e-03,2.575e-03,2.508e-03,1.498e-03,1.717e-03,3.900e-03,1.764e-03,1.516e-03,5.485e-03,1.593e-03,1.688e-03,2.219e-03,1.955e-03,3.243e-03,5.508e-03,8.335e-03,2.700e-03,2.430e-03,1.639e-03,4.055e-03,2.538e-03,7.117e-03,2.509e-03,1.860e-03,1.256e-02
p33,1.128e-03,1.001e-03,9.630e-04,7.475e-04,7.541e-04,1.090e-03,1.036e-03,1.023e-03,1.015e-03,1.116e-03,8.056e-04,9.185e-04,9.567e-04,8.418e-04,8.626e-04,1.083e-03,7.744e-04,8.820e-04,1.119e-03,1.676e-03,7.699e-04,8.831e-04,8.017e-04,3.453e-03,7.523e-04,1.360e-03,1.172e-03,8.468e-04,1.245e-03,1.185e-03,9.371e-04,9.758e-04,8.595e-04,9.574e-04,1.106e-03,8.717e-04,9.939e-04,9.140e-04,8.653e-04,7.463e-04,6.680e-04,1.080e-03,8.311e-04,1.108e-03,1.168e-03,1.062e-03,9.441e-04,8.672e-04,7.731e-04,7.828e-04
p34,3.735e-05,7.149e-05,1.241e-04,5.228e-05,2.238e-05,2.195e-04,6.901e-05,1.221e-04,5.015e-04,6.446e-05,1.182e-04,9.586e-05,8.870e-05,4.227e-05,6.150e-05,9.534e-05,2.175e-04,2.729e-04,5.832e-05,7.378e-05,8.832e-05,5.301e-05,3.131e-05,6.461e-05,1.130e-04,3.838e-05,4.918e-05,1.607e-04,1.869e-05,4.027e-05,2.671e-05,3.793e-05,3.739e-05,2.279e-05,4.111e-05,2.977e-05,5.230e-05,7.444e-05,2.374e-05,9.396e-05,8.981e-05,1.556e-04,6.132e-05,5.904e-05,2.428e-05,1.016e-04,9.737e-05,5.130e-05,4.140e-05,2.046e-05
V35,6.309e+00,2.557e+00,4.958e+00,1.326e+01,3.903e+01,1.144e+01,7.080e+00,6.192e+00,1.788e+01,5.460e+00,9.926e+00,8.282e+00,1.825e+01,4.153e+00,1.620e+01,2.507e+01,1.488e+01,1.328e+01,2.445e+00,5.728e+00,6.954e+00,1.007e+01,3.377e+00,4.497e+00,1.849e+01,2.620e+00,5.620e+00,2.562e+00,4.628e+01,7.982e+00,5.960e+00,1.346e+01,1.519e+01,1.081e+01,4.354e+00,2.545e+00,4.424e+00,1.847e+01,9.662e+00,9.839e+00,1.729e+01,9.522e+00,2.934e+01,1.106e+01,2.800e+00,9.699e+00,1.388e+01,5.651e+00,5.522e+00,2.107e+01
Km35,1.541e+03,8.566e+03,3.571e+03,6.471e+03,8.103e+03,1.300e+04,1.051e+04,8.102e+03,2.017e+04,1.163e+04,1.214e+04,3.423e+03,3.897e+04,4.961e+03,1.057e+04,1.071e+04,6.623e+04,8.326e+03,6.277e+03,1.827e+04,1.260e+04,6.748e+03,1.310e+04,3.172e+03,8.602e+03,1.374e+03,2.591e+03,7.665e+03,1.184e+04,8.810e+03,2.209e+03,7.541e+03,1.074e+04,1.898e+04,6.845e+03,5.001e+03,3.845e+03,2.933e+03,2.996e+03,6.085e+03,3.253e+04,4.423e+03,9.952e+03,4.488e+03,3.179e+03,1.131e+04,3.693e+04,2.811e+03,5.135e+03,1.118e+04
V36,8.055e-04,7.633e-04,1.175e-03,2.401e-04,5.522e-04,4.296e-04,4.261e-04,4.711e-04,2.937e-03,1.893e-04,4.598e-04,1.568e-03,3.284e-04,1.188e-03,8.791e-04,2.156e-04,2.048e-03,7.762e-04,6.622e-04,2.370e-04,4.698e-04,3.918e-04,1.004e-04,1.095e-03,1.429e-03,8.651e-04,2.269e-04,9.334e-04,7.206e-04,5.754e-04,1.688e-04,2.753e-04,5.337e-04,1.455e-04,8.400e-04,8.138e-04,6.719e-04,3.628e-04,7.004e-04,4.108e-04,1.080e-03,5.016e-04,7.442e-04,2.433e-04,1.958e-04,3.931e-04,5.322e-04,4.576e-04,5.590e-04,9.159e-04
Km36,2.216e+02,8.120e+02,6.542e+02,1.338e+03,8.304e+02,9.123e+02,5.103e+02,4.818e+02,1.829e+02,2.498e+02,6.236e+02,1.332e+03,7.025e+02,1.973e+02,7.433e+02,2.248e+02,1.401e+03,1.080e+03,1.525e+02,1.663e+03,2.733e+02,2.970e+02,4.076e+02,1.272e+03,9.562e+02,6.405e+02,4.680e+03,2.314e+02,1.100e+03,1.664e+03,1.589e+02,3.155e+02,2.733e+02,6.754e+01,5.250e+02,3.622e+02,5.482e+02,3.429e+02,4.520e+02,1.428e+03,3.584e+03,4.443e+02,7.343e+02,1.536e+02,2.385e+02,1.964e+02,1.760e+02,3.931e+02,2.559e+02,3.542e+02
V37,2.487e+00,7.872e-01,1.036e+00,4.100e+00,1.626e+00,1.522e+00,3.177e-01,1.281e+00,2.581e-01,1.457e+00,1.950e+00,4.016e-01,1.039e+00,9.317e-01,4.555e+00,1.938e+00,3.275e+00,1.929e+00,6.206e-01,1.006e+00,1.147e+00,1.674e+00,8.813e-01,1.799e-01,1.268e+00,1.768e+00,1.257e+01,5.177e-01,2.532e+00,2.727e+00,1.140e+00,2.491e+00,1.799e+00,1.565e+00,1.478e+00,4.966e+00,1.316e+00,1.488e+00,1.220e+00,1.954e+00,2.119e+00,1.699e+00,1.500e+00,2.119e+00,3.514e+00,3.061e+00,1.278e+00,2.090e+00,8.692e-01,8.418e-01
Km37,4.579e-02,2.416e-01,3.140e-01,1.801e-01,3.352e-02,2.017e-01,7.500e-02,1.215e-01,8.263e-02,8.451e-02,1.151e-01,2.692e-02,1.301e-01,1.014e-01,5.162e-02,1.102e-01,6.560e-02,3.630e-02,2.480e-02,4.141e-02,1.008e-01,4.753e-02,6.874e-02,4.299e-02,4.608e-02,2.641e-02,6.582e-02,3.576e-02,1.295e-01,2.609e-02,8.937e-02,2.367e-02,1.278e-01,2.647e-02,1.829e-01,3.136e-02,4.263e-02,8.440e-02,5.302e-02,7.241e-02,4.055e-02,1.145e-01,4.587e-02,1.731e-01,2.574e-02,3.780e-02,6.538e-02,8.624e-02,6.311e-02,8.523e-02
KimFOS,6.824e-01,6.175e-01,1.880e-01,4.538e-01,1.237e-01,6.353e-01,8.121e-01,3.378e-01,1.738e-01,1.267e-01,5.152e-01,2.099e-01,1.100e+00,5.355e-01,2.849e-01,2.733e-01,1.084e+00,5.030e-01,2.181e-01,3.348e-01,4.281e-01,3.328e-01,2.153e-01,4.056e+00,4.582e-01,6.081e-01,2.693e+00,6.200e-01,2.809e-01,1.479e-01,1.304e+00,3.762e-01,3.331e-01,2.954e+00,1.778e-01,1.091e+00,5.998e-01,6.361e-01,1.965e-01,7.239e-01,1.474e+00,9.617e-01,7.785e-01,2.240e-01,1.471e+00,5.020e-01,2.921e-01,8.703e-01,3.584e-01,6.009e-01
KexFOS,3.775e-01,1.455e-01,5.257e-02,2.859e-01,5.577e-02,8.814e-02,5.809e-02,8.496e-02,3.252e-01,1.232e-01,6.275e-02,1.349e-01,1.785e-01,3.593e-01,2.196e-01,1.233e-01,2.354e-01,6.911e-02,1.223e-01,1.107e-01,1.037e-01,7.495e-02,1.003e-01,4.389e-02,2.132e-02,2.892e-01,2.236e-01,1.165e-01,1.930e-02,1.361e-01,9.464e-02,1.051e-01,1.652e-01,8.416e-01,2.723e-01,9.107e-02,4.205e-01,1.362e-01,1.339e-01,9.616e-02,4.912e-02,7.691e-02,9.655e-02,3.972e-01,1.673e-01,1.732e-01,1.086e-01,1.109e-01,6.270e-02,4.214e-02
V42,6.472e-01,4.144e-01,1.812e-01,3.383e+00,7.614e-01,2.170e+00,3.003e-01,8.793e-01,8.892e-01,1.772e+00,1.755e+00,8.717e-01,3.071e-01,3.963e-01,3.751e-01,2.277e-01,3.109e+00,7.708e-01,2.754e-01,7.974e-01,1.772e+00,6.522e-01,1.639e-01,4.500e+00,2.707e-01,1.399e+00,6.344e+00,5.190e-01,1.068e+00,1.035e+00,9.805e-01,8.357e-01,5.547e-01,3.431e-01,9.270e-01,2.113e+00,4.633e-01,4.695e-01,1.094e+00,9.436e-01,1.255e+00,1.198e+00,1.275e+00,1.857e+00,2.141e+00,1.965e+00,1.564e-01,4.137e-01,7.600e-01,1.777e+00
Km42,5.817e+03,1.403e+03,6.042e+03,1.191e+03,1.469e+03,1.547e+03,3.622e+03,7.084e+03,7.494e+02,1.296e+03,1.510e+03,1.958e+04,5.845e+03,5.822e+03,1.308e+04,1.439e+03,1.507e+03,1.395e+03,1.663e+03,1.852e+03,4.252e+03,1.967e+03,5.444e+03,4.389e+03,1.597e+03,1.417e+03,6.594e+03,5.160e+03,1.809e+03,3.200e+03,1.011e+04,1.429e+03,4.290e+03,4.057e+03,2.204e+03,1.056e+03,3.713e+03,3.636e+03,5.404e+03,3.221e+03,6.046e+03,2.198e+03,2.467e+03,8.872e+02,1.538e+03,1.541e+03,5.131e+03,3.177e+03,6.234e+03,1.603e+04
V43,3.089e-02,1.189e-01,1.003e-01,1.511e-01,4.443e-02,8.300e-02,1.858e-02,1.931e-01,1.564e-01,3.741e-02,2.011e-01,4.039e-02,1.438e-01,5.535e-02,1.496e-01,4.828e-02,1.794e-01,2.155e-01,2.080e-02,5.805e-02,6.949e-02,6.956e-02,4.619e-02,5.535e-02,3.709e-02,1.355e-01,7.169e-02,1.325e-02,5.409e-02,5.913e-02,3.998e-02,1.682e-01,7.785e-02,2.279e-01,4.248e-02,7.876e-02,4.659e-02,4.975e-02,9.052e-02,1.442e-01,1.193e-01,8.443e-02,5.914e-02,4.617e-02,7.543e-02,5.503e-02,3.856e-02,6.112e-02,4.620e-02,1.227e-01
Km43,6.238e+02,7.076e+02,5.091e+02,3.465e+02,1.261e+03,1.199e+03,1.040e+03,5.733e+02,2.765e+03,6.855e+02,2.532e+03,1.411e+03,6.887e+02,3.873e+02,3.480e+03,9.319e+02,5.510e+02,6.725e+02,2.789e+02,1.988e+03,8.965e+02,1.015e+03,1.202e+03,3.126e+02,6.677e+02,4.744e+02,1.119e+03,7.625e+02,1.133e+03,1.725e+03,1.294e+03,7.409e+02,8.343e+02,1.861e+03,2.607e+03,1.148e+03,2.290e+03,2.049e+03,1.945e+03,1.216e+03,1.385e+03,6.989e+02,1.662e+03,1.037e+03,7.332e+02,7.941e+02,1.112e+03,1.211e+03,6.208e+02,1.708e+03
V44,4.343e-02,4.701e-02,1.451e-02,1.205e-01,1.405e-02,3.335e-02,5.023e-02,1.260e-02,8.651e-02,5.881e-02,3.789e-02,1.408e-02,4.743e-02,5.839e-02,3.233e-01,3.571e-02,1.245e-01,1.134e-01,4.930e-02,1.912e-02,3.282e-02,3.265e-02,6.102e-02,4.757e-02,5.322e-02,3.856e-02,1.580e-02,1.875e-02,4.658e-02,1.122e-01,3.734e-01,3.980e-02,3.439e-02,1.189e-01,7.070e-02,2.061e-02,4.622e-02,3.337e-02,6.692e-02,4.559e-02,6.154e-02,6.959e-02,1.400e-02,2.950e-02,1.379e-01,6.402e-02,2.643e-01,3.710e-02,3.495e-02,2.484e-02
Km44,6.323e-02,4.706e-02,1.509e-02,9.676e-02,3.363e-01,3.038e-02,1.905e-02,3.228e-02,1.598e-02,6.764e-02,8.212e-02,2.905e-02,9.228e-02,1.970e-02,6.449e-03,1.551e-01,2.211e-02,5.952e-02,2.587e-02,1.963e-02,1.419e-01,4.920e-02,4.227e-02,1.628e-01,1.218e-02,2.693e-02,6.332e-02,1.757e-02,1.098e-02,7.688e-02,2.077e-01,2.259e-02,7.693e-02,4.897e-01,4.512e-02,1.376e-01,1.210e-02,3.095e-02,5.671e-02,5.670e-02,4.047e-02,3.536e-02,4.163e-02,4.798e-02,8.463e-02,6.684e-02,5.848e-02,4.159e-02,4.777e-02,3.253e-02
p47,1.308e-03,9.729e-04,2.015e-03,1.322e-03,1.584e-03,1.103e-03,1.613e-03,6.249e-04,3.247e-03,5.439e-04,2.312e-03,1.033e-03,2.061e-03,2.939e-03,9.934e-03,2.555e-03,1.552e-03,2.515e-03,7.034e-04,1.165e-03,8.191e-04,2.270e-03,1.506e-03,4.918e-04,8.062e-04,2.313e-03,8.751e-04,7.179e-04,2.384e-03,2.869e-03,9.005e-03,7.740e-04,3.301e-03,7.470e-03,2.518e-03,8.712e-04,3.093e-03,2.286e-03,4.563e-04,8.764e-04,3.447e-03,1.891e-03,1.148e-03,2.498e-03,1.805e-03,5.818e-04,6.100e-03,1.087e-03,1.177e-03,5.263e-04
m47,5.904e+00,2.367e+01,3.074e+00,1.099e+01,1.790e+01,2.334e+01,1.792e+01,5.492e+00,4.747e+01,8.893e+00,2.286e+01,1.245e+01,1.016e+01,3.933e+00,4.082e+01,3.652e+01,4.734e+01,2.088e+01,5.003e+00,3.629e+01,1.051e+01,1.860e+01,8.804e+00,3.890e+00,1.190e+01,5.654e+00,2.870e+01,1.015e+01,5.907e+00,6.314e+00,1.014e+01,7.769e+00,3.238e+00,1.149e+02,1.626e+01,4.742e+00,2.491e+01,6.484e+00,7.984e+00,1.887e+01,1.200e+01,1.290e+01,2.882e+00,2.374e+01,1.196e+01,1.969e+01,1.452e+01,7.609e+00,6.451e+00,4.801e+00
p48,1.412e+00,1.527e+00,2.531e-01,9.686e-01,3.071e+00,9.673e-01,2.920e-01,2.450e-01,4.191e+00,4.684e-01,1.319e+00,8.173e-01,5.310e-01,3.091e-01,1.677e+00,6.187e-01,2.090e+00,8.373e-01,2.850e-01,7.731e-01,4.586e-01,8.900e-01,1.092e+00,7.212e-01,4.907e-01,8.221e-01,3.027e+00,1.468e+00,3.107e-01,6.552e-01,7.840e-01,3.994e-01,5.552e-01,1.390e+00,1.380e-01,2.584e-01,1.234e+00,8.466e-01,9.582e-01,1.349e+00,2.575e-01,9.927e-01,1.794e+00,7.249e-01,4.814e-01,7.436e-01,4.728e-01,7.594e-01,5.223e-01,1.165e+00
p49,4.098e-01,4.250e-01,3.082e-01,2.954e-01,2.990e-01,3.213e-01,1.134e-01,1.230e-01,2.478e-01,9.156e-02,3.152e-01,6.487e-01,7.003e-01,2.485e-01,3.211e-01,1.183e-01,9.829e-01,4.091e-01,7.367e-02,1.948e+00,3.685e-01,3.125e-01,1.509e-01,1.742e-01,1.599e-01,9.734e-01,3.487e-01,2.176e-01,5.475e-01,5.165e-01,1.983e-01,2.297e-01,1.834e-01,8.084e-01,2.854e-01,1.314e-01,4.945e-02,2.821e-01,1.672e-01,2.148e-01,2.635e-01,2.153e-01,6.663e-01,1.673e-01,5.418e-01,3.921e-01,3.629e-01,1.383e-01,3.487e-01,1.019e-01
m49,2.552e+00,1.875e+00,1.584e+00,8.298e-01,1.983e+00,5.197e+00,5.988e+00,1.260e+00,7.315e+00,2.355e+00,3.612e+00,1.781e+01,2.868e+00,8.156e-01,9.310e-01,1.988e+00,6.500e+00,1.854e+00,1.267e+00,8.958e-01,2.197e+00,2.501e+00,2.506e+00,4.067e+00,1.528e+00,2.243e+00,1.325e+01,6.181e+00,6.326e+00,9.909e-01,7.885e-01,9.133e-01,3.885e+00,7.948e+00,1.298e+00,2.311e+01,9.450e-01,3.096e+00,1.925e+00,5.833e+00,5.373e+00,3.007e+00,1.127e+00,1.181e+00,2.306e+00,1.286e+00,1.992e+00,2.398e+00,1.551e+00,5.089e-01
p50,3.166e+01,3.987e+01,5.377e+01,2.248e+01,3.658e+01,1.225e+01,1.411e+01,1.093e+01,1.391e+02,1.702e+01,4.699e+01,6.894e+00,2.834e+01,3.796e+01,1.653e+01,1.205e+01,9.947e+00,4.857e+01,3.598e+00,1.055e+01,2.655e+01,3.125e+01,2.509e+01,2.557e+02,1.605e+01,7.046e+00,5.785e+00,6.177e+01,7.099e+01,2.326e+01,5.668e+01,3.963e+01,1.600e+01,1.051e+02,5.175e+01,5.095e+01,3.360e+01,1.392e+01,2.542e+01,4.687e+01,1.861e+01,2.304e+01,3.092e+01,1.648e+01,1.989e+01,9.742e+00,4.131e+01,1.384e+01,1.943e+01,1.169e+01
p51,1.732e-02,1.183e-02,2.059e-02,5.262e-03,1.821e-02,4.302e-02,1.255e-02,9.637e-03,7.055e-02,4.324e-03,2.229e-02,2.756e-02,2.394e-02,1.226e-02,1.726e-02,2.232e-02,7.445e-03,1.798e-02,1.222e-02,1.860e-02,2.520e-02,1.630e-02,7.487e-03,6.200e-03,3.102e-02,2.691e-02,3.758e-02,7.537e-03,6.261e-02,2.748e-02,2.423e-02,1.814e-02,4.529e-02,6.432e-02,1.663e-02,8.319e-03,1.420e-02,1.808e-02,1.376e-02,1.391e-02,1.244e-02,7.096e-03,2.146e-02,1.465e-02,6.556e-03,4.283e-02,4.877e-03,1.392e-02,1.322e-02,1.464e-02
m51,1.065e+01,1.482e+01,3.838e+00,5.233e+00,1.725e+01,2.879e+01,8.005e+00,9.886e+00,4.133e+01,6.746e+00,1.186e+01,1.707e+01,2.206e+01,1.568e+01,9.600e+00,6.780e+00,1.617e+01,1.698e+01,2.342e+00,2.470e+00,2.089e+01,3.791e+00,9.164e+00,2.578e+01,7.357e+00,6.657e+00,1.199e+01,1.766e+00,1.285e+01,3.116e+00,3.751e+01,1.287e+01,9.643e+00,2.145e+01,3.010e+00,5.963e+00,1.910e+01,1.092e+01,4.179e+00,1.237e+01,1.230e+01,7.697e+00,6.034e+00,9.053e+00,5.261e+00,1.028e+01,2.741e+00,9.624e+00,6.935e+00,2.010e+00
V57,1.893e+00,4.881e-01,2.646e-01,5.290e-01,7.711e-01,2.399e+00,2.553e-01,6.244e-01,2.372e+00,5.088e-01,2.267e+00,5.760e-01,1.913e+00,3.411e-01,1.941e+00,2.109e-01,1.949e+00,9.254e-01,6.669e-01,2.785e-01,2.084e+00,1.332e+00,7.224e-01,1.393e-01,1.301e-01,8.750e-01,4.763e-01,1.106e+00,6.522e-01,4.528e-01,1.240e+00,1.470e+00,1.379e+00,8.491e+00,9.661e-01,7.635e+00,2.048e-01,9.199e-01,1.174e+00,8.675e-01,1.735e+00,5.528e-01,1.683e+00,2.650e+00,1.716e+00,4.540e-01,1.053e+00,9.683e-01,1.580e+00,1.290e+00
Km57,8.349e-01,3.523e-01,1.312e+00,1.117e+00,1.981e-01,3.484e-01,3.689e-01,1.858e+00,4.369e-01,1.008e+00,1.345e+00,2.121e-01,7.135e-01,5.459e-01,1.499e-01,5.594e-01,2.342e+00,6.973e-01,6.904e-01,6.744e-01,5.394e-01,2.456e-01,1.337e-01,3.185e-01,2.310e-01,3.054e-01,7.052e-01,1.271e-01,4.936e-01,3.364e-01,4.800e-01,2.675e-01,8.890e-01,9.512e-01,9.919e-01,4.860e-01,6.162e-01,3.168e-01,4.391e-01,7.380e-01,1.118e+00,2.597e-01,1.100e+00,2.681e-01,6.840e-01,3.212e-01,1.951e-01,4.474e-01,2.366e-01,3.420e-01
n57,1.138e+00,2.344e+00,1.903e+00,2.960e+00,2.809e+00,2.121e+00,2.192e+00,2.140e+00,1.375e+00,1.625e+00,1.883e+00,1.836e+00,2.565e+00,2.560e+00,2.523e+00,1.883e+00,2.543e+00,1.643e+00,2.105e+00,1.597e+00,2.325e+00,1.857e+00,2.471e+00,1.661e+00,2.140e+00,1.602e+00,3.653e+00,1.412e+00,2.685e+00,1.679e+00,1.996e+00,1.954e+00,1.991e+00,1.062e+00,1.606e+00,1.754e+00,2.351e+00,2.064e+00,1.937e+00,2.174e+00,1.978e+00,1.493e+00,1.522e+00,1.587e+00,1.448e+00,2.002e+00,1.513e+00,1.878e+00,1.922e+00,1.305e+00
p58,1.342e-04,2.909e-04,6.877e-05,5.707e-04,1.985e-04,2.393e-04,1.036e-04,8.609e-05,2.762e-04,3.526e-04,2.132e-04,3.772e-04,1.859e-04,2.583e-04,2.563e-04,2.215e-04,5.172e-04,1.747e-04,1.205e-04,2.321e-04,1.476e-04,1.547e-04,3.265e-04,1.417e-03,8.135e-05,3.862e-04,1.393e-04,3.405e-04,5.687e-04,4.263e-04,1.070e-03,3.018e-04,1.968e-04,4.130e-04,1.972e-04,1.907e-04,6.633e-05,2.800e-04,3.312e-04,4.633e-04,3.530e-04,2.522e-04,1.370e-04,1.247e-04,1.122e-03,1.838e-04,3.288e-04,1.890e-04,3.236e-04,1.380e-03
p59,1.624e-03,9.097e-04,1.176e-03,2.611e-03,3.231e-03,2.472e-03,1.611e-03,6.391e-04,6.965e-04,1.496e-03,2.747e-03,1.188e-03,8.456e-04,9.496e-04,3.390e-03,3.902e-03,6.431e-04,1.058e-03,1.066e-03,2.740e-03,1.583e-03,5.292e-03,1.009e-03,2.509e-04,3.431e-04,1.137e-03,2.325e-04,4.254e-04,1.623e-03,2.057e-03,5.566e-04,3.666e-03,3.238e-04,2.549e-03,1.698e-03,2.423e-03,8.787e-04,1.304e-03,9.423e-04,1.238e-03,1.389e-03,1.499e-03,5.978e-04,2.201e-03,3.067e-03,1.718e-03,2.117e-04,1.075e-03,1.002e-03,4.537e-03
p60,3.335e-03,7.696e-03,2.716e-03,8.263e-03,5.759e-03,1.527e-03,1.726e-02,2.058e-03,4.577e-03,1.472e-03,1.359e-03,4.673e-03,1.598e-03,4.836e-03,3.706e-03,1.480e-03,2.386e-03,9.051e-04,1.758e-03,3.383e-03,3.240e-03,1.805e-03,2.896e-03,2.566e-03,6.950e-03,7.652e-04,4.222e-04,3.328e-03,3.266e-04,1.051e-03,8.193e-03,1.202e-03,4.327e-03,3.297e-04,1.543e-03,2.244e-02,3.867e-03,6.407e-03,1.814e-03,2.262e-03,2.788e-03,1.530e-03,5.855e-03,9.015e-04,1.897e-03,2.523e-03,5.250e-03,2.637e-03,4.678e-03,5.580e-03
